COSEWICID,SCI_NAME,COM_NAME_E,TAXON_E,SAR_STAT_E,SCHEDULE_E,DataSource,PA_Type,PA_Name,area_in_CA_m2,area_in_AB_m2,area_in_PA_m2
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Winagami Lake Provincial Park,1093590931969,376497576051,65859475
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,WPP,Winagami Wildland Provincial Park,1093590931969,376497576051,116285206
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,Heart River Dam Provincial Recreation Area,1093590931969,376497576051,127714
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,WPP,Grizzly Ridge Wildland Provincial Park,1093590931969,376497576051,9537116
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Lesser Slave Lake Provincial Park,1093590931969,376497576051,77656809
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,Shuttler Flats Provincial Recreation Area,1093590931969,376497576051,146934
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,Big Mountain Creek Provincial Recreation Area,1093590931969,376497576051,130349
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,O'Brien Provincial Park,1093590931969,376497576051,589005
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Sturgeon Lake Natural Area,1093590931969,376497576051,45084
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Williamson Provincial Park,1093590931969,376497576051,165321
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Carson-Pegasus Provincial Park,1093590931969,376497576051,12167345
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,Freeman River Provincial Recreation Area,1093590931969,376497576051,101354
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,Trapper Lea's Cabin Provincial Recreation Area,1093590931969,376497576051,74866
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,ER,Holmes Crossing Sandhills Ecological Reserve,1093590931969,376497576051,20207529
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Noel Lake Natural Area,1093590931969,376497576051,2698573
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Centre of Alberta Natural Area,1093590931969,376497576051,3151860
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,Chrystina Lake Provincial Recreation Area,1093590931969,376497576051,265921
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Horseshoe Creek Natural Area,1093590931969,376497576051,3283665
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Easyford Natural Area,1093590931969,376497576051,1140396
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Washout Creek Natural Area,1093590931969,376497576051,1250938
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,Blue Rapids Provincial Recreation Area,1093590931969,376497576051,36476984
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Buck Lake Creek Natural Area,1093590931969,376497576051,1304745
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Easyford Creek Natural Area,1093590931969,376497576051,1134683
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Bigoray Natural Area,1093590931969,376497576051,650621
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Round Valley Natural Area,1093590931969,376497576051,1290868
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Pembina River Moon Lake Natural Area,1093590931969,376497576051,1076189
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Rocky Rapids Natural Area,1093590931969,376497576051,640292
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Eagle Point Provincial Park,1093590931969,376497576051,19798867
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Pembina River Provincial Park,1093590931969,376497576051,1994142
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Matthews Crossing Natural Area,1093590931969,376497576051,3129407
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Dussault Lake Natural Area,1093590931969,376497576051,576854
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Isle Lake Natural Area,1093590931969,376497576051,1280556
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Park Court Natural Area,1093590931969,376497576051,1434899
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Prefontaine Brock Lakes Natural Area,1093590931969,376497576051,1982531
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Roselea Natural Area,1093590931969,376497576051,2540695
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Thunder Lake Provincial Park,1093590931969,376497576051,1978337
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,Buck Lake Provincial Recreation Area,1093590931969,376497576051,493385
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,Brazeau Reservoir Provincial Recreation Area,1093590931969,376497576051,1417831
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Yates Natural Area,1093590931969,376497576051,1916757
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,Minnow Lake Provincial Recreation Area,1093590931969,376497576051,3624868
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Whitecourt Mountain Natural Area,1093590931969,376497576051,5580041
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,Nojack Provincial Recreation Area,1093590931969,376497576051,32732
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Highway Natural Area,1093590931969,376497576051,2612607
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Paddle River Natural Area,1093590931969,376497576051,645898
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,Paddle River Dam Provincial Recreation Area,1093590931969,376497576051,718271
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Mystery Lake Natural Area,1093590931969,376497576051,485818
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,Bleriot Ferry Provincial Recreation Area,1093590931969,376497576051,52940
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Midland Provincial Park,1093590931969,376497576051,6413103
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,ER,Hand Hills Ecological Reserve,1093590931969,376497576051,23439214
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Dinosaur Provincial Park,1093590931969,376497576051,82648639
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Little Fish Lake Provincial Park,1093590931969,376497576051,671166
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,Bigelow Reservoir Provincial Recreation Area,1093590931969,376497576051,129329
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,J.J. Collett Natural Area,1093590931969,376497576051,2593089
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Gadsby Lake Natural Area,1093590931969,376497576051,650058
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Heatburg Natural Area,1093590931969,376497576051,331978
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,The Narrows Provincial Recreation Area,1093590931969,376497576051,235501
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Magee Lake Natural Area,1093590931969,376497576051,652108
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Tolman Badlands Heritage Rangeland Natural Area,1093590931969,376497576051,59042249
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Dry Island Buffalo Jump Provincial Park,1093590931969,376497576051,16512494
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,ER,Rumsey Ecological Reserve,1093590931969,376497576051,34924007
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Rumsey Natural Area,1093590931969,376497576051,153264423
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Rochon Sands Provincial Park,1093590931969,376497576051,1205785
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,Buffalo Lake Provincial Recreation Area,1093590931969,376497576051,24098
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Big Knife Provincial Park,1093590931969,376497576051,2453884
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Antelope Hill Provincial Park,1093590931969,376497576051,3831439
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Gooseberry Lake Provincial Park,1093590931969,376497576051,655519
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Wilson Creek Natural Area,1093590931969,376497576051,651689
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Anderson Creek Natural Area,1093590931969,376497576051,1304162
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Buck Lake Natural Area,1093590931969,376497576051,1105623
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PRA,Calhoun Bay Provincial Recreation Area,1093590931969,376497576051,3945882
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Poplar Creek Natural Area,1093590931969,376497576051,3250616
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Carnwood Modeste Natural Area,1093590931969,376497576051,653883
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Alsike Bat Lake Natural Area,1093590931969,376497576051,1200802
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Modeste Creek Natural Area,1093590931969,376497576051,3908376
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Modeste Saskatchewan Natural Area,1093590931969,376497576051,3643737
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,St. Francis Natural Area,1093590931969,376497576051,825131
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Burtonsville Island Natural Area,1093590931969,376497576051,4527437
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Sundance Natural Area,1093590931969,376497576051,1295403
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Coyote Lake Natural Area,1093590931969,376497576051,2981775
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Genesee Natural Area,1093590931969,376497576051,1813290
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Lily Lake Natural Area,1093590931969,376497576051,1717758
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Wabamun Lake Provincial Park,1093590931969,376497576051,2421244
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Pembina River Natural Area,1093590931969,376497576051,758397
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Majeau Lake Natural Area,1093590931969,376497576051,1308321
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Lac La Nonne Natural Area,1093590931969,376497576051,552031
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Newton Lake Natural Area,1093590931969,376497576051,348492
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Wildcat Island Natural Area,1093590931969,376497576051,78287
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Glenbow Ranch Provincial Park,1093590931969,376497576051,14014293
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Big Hill Springs Provincial Park,1093590931969,376497576051,323173
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Sundre Red Deer Natural Area,1093590931969,376497576051,81982
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Sundre North Natural Area,1093590931969,376497576051,367733
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Snakes Head Natural Area,1093590931969,376497576051,582534
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Schrader Creek - Red Deer River Natural Area,1093590931969,376497576051,63128
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,NA,Butcher Creek Natural Area,1093590931969,376497576051,1782424
139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Mammals ,Extirpated,Schedule 1,LAP_SAR_O2_20130328,PP,Red Lodge Provincial Park,1093590931969,376497576051,1293647
